User_name,Location,Rating,Date,Reviews
Aaron S.,"Augusta, GA",4,8/29/18,"Where does one go for anything and everything when visiting a new place? Why Trader Joe's of course. This location is in the heart of city and below ground. There's just something big city about stepping straight from a busy sidewalk and 10 seconds later doing your grocery shopping. Like all locations, this one has the generic and the eclectic. That day found me in search of some cold-brew (prepackaged) and of course it was there. But I also left with a few, unplanned items. Friendly cashiers at check out and a convenience I wish I had back home. Always a great experience."
Rudy P.,"Newburgh, NY",3,9/2/19,Helpful staff with limited choices. Disappointed to see them filling the shelves with new stock in front! Anyone who knows retail knows you stock shelves from the back. Just means we the customers get older merch.
Danny J.,"Princeton, NJ",3,8/6/19,"Avoid going between the 5-6PM on weekdays at all costs. The line is super crazy every time I've gone after work during this time.I love TJ's, but this store is really small, layout is a bit cramped, and product is not always stocked."
Sarah M.,"Quincy, MA",1,2/12/20,"I come to this location often and it's one of my favorite Trader Joe's. However, today my experience wasn't that great. The older checkout lady with grey hair curly hair and a headband on was extremely rude. Didn't say ""hello, how are you today"" to me or anything. She just rolled he eyes at everything I bought and didn't even say the total amount at the end. I had to ask her for a bag to put my purchase in and this was after I paid for everything! I went to the customer service desk and  waited a few minutes but wasn't able to talk to the manger because he was to busy to other coworkers. This is the worst Trader Joe's experience I have ever had!"
Robert S.,"South Tewksbury, Tewksbury, MA",5,6/26/19,"Definitely one of the more unique Trader Joe's I have been to, it is located next to the Prudential Center. If you're ever in the area and need to go food shopping, this Trader Joe's is a good location! It is quite smaller than most as it appears to be in the basement of the building it is in and even sports a sign that reads something along the lines of ""smallest Trader Joe's in the known universe"" I believe- that smaller environment makes it seem more like a small market than a chain grocery store. Even though it is a chain, Trader How's does a good job at feeling like it isn't a chain and I like that! It also caters to the area it is in with references to it and this one is no different. Great place for food shopping overall."
Adwoa B.,"Boston, MA",5,10/15/18,Trader Joe's is life. Best customer service always and every one of them I've been to. The food products are to die for and for the location I live in this is one of the reasonably priced restaurants in the area.
Lemuel L.,"Boston, MA",4,4/23/18,"I go to two Trader Joe's frequently, this one and the other one in Coolidge Corner. I've never had a bad experience in both. It's actually amazing how much this location is able to fit into such a tight space. That being said, it's practically shopping gridlock if you show up here during peak times. The line will actually start to weave through the aisles and you couldn't tell if that person was being super indecisive about which brand of olive oil to buy  or if they were on line. This location is the smallest Trader Joe's I've been in and despite it not having an alcohol section, it does carry all the essentials you will need in a typical grocery run. As always, service is always great and the staff aren't afraid to show their appreciation when you use a reusable bag."
Cindy H.,"Boston, MA",4,6/4/17,"Very crowded and chaotic, but I absolutely love coming here. I never see my go-to's out of stock, and the staff is extremely friendly. If you've never been to Trader Joe's - it's no Whole Foods. The prices are low and there's a lot of prepared and frozen food choices. I love grabbing their bags of avocados, sausage, uncured bacon (YES!), cheese, snacks like pretzel thins... The selection is great. The vegetables and fruit are always cheap and fresh too, definitely way better than the Star Market down the street.The line to check out might be daunting but it goes real quick. They serve samples time to time too!"
Alex H.,"Seattle, WA",5,8/11/17,"One of the smallest Joe's on Earth, but clearly one of the best! All the staff here are friendly and treat you like REAL HUMAN BEINGS unlike other grocery stores. The only downside is that they don't sell beer, but they truly make up for it in all the stuff they do sell! :)Here are some of my favs:- Pork and Chicken Gyozas for 2.99- Garlic Dip = delish! - Trader Joe's Mayonnaise - Huge chocolate bars for 4.99 (I love their milk chocolate with almonds)- Spicy Dried Mangos (taste just like Mexican mangoes!)"
Stephanie Q.,"Boston, MA",4,9/4/20,"Came back during COVID. There is an employee at the entrance spraying hand sanitizer on everyone's hand. Go during the day, so it won't be crowded! There are also super high plexi glass barriers at all the cashiers. Here are some of my favorite TJ items:-Unexpected cheddar. The employees there recommended it to me and its unexpectedly good!-Everything but the bagel seasoning- goes well on everything. -Everything but the elote seasoning- amazing for Mexican corn -Frozen Mac N cheese- a guilty pleasure of mine-Tea Tree Tingle shampoo and conditioner"
Marissa R.,"Boston, MA",4,8/10/19,"According to their cheeky signage, this is the smallest TJ location in the *universe*! That being said, I'm reviewing it for what it is: a VERY SMALL but FUNCTIONAL location. Plus, it's kinda cool being in such a unique store. It feels like you're in Trader Joe's secret underground location!Despite the size, they seem to carry everything the full size stores do. I've rarely seen low stock here. The crew members are all very helpful if you can't find something specific. Lines are usually a bit long, but they go quickly. This location isn't my first choice because I like to peruse without bumping into the others in the aisle, but it does its job!"
Jessi F.,"Boston, MA",4,6/10/19,"I love Trader Joe's. In a city filled with overpriced grocery stores, it's refreshing that TJ's offers affordable, adventurous, and high-quality products. Usually I'd give TJ's 5 stars, but this particular store is so small that it makes the shopping experience pretty stressful. During peak hours (after work or weekends) the line will often go around the entire store. And sometimes there's even a line just to get into the store before you shop! Plus, unlike other locations, this one doesn't sell alcohol.My advice? Opt for the one in Brookline, Cambridge, or Somerville. You'll likely have a calmer shopping experience and the possibility of buying $3 wine!"
Jason K.,"Boston, MA",4,11/9/18,"Great customer service from the cashiers during my quick trips here to grab seaweed. It's pretty cramped so brace yourself if you don't like being crowded in a small area with a bunch of people. Also, note that since you are in the Back Bay area, you are kinda out of luck for parking since Boston, in general, isn't well known for being friendly to drivers. Decent location, just note that you will be in a very compressed area with a lot of people.IG: Mood4foodeatery"
Julie D.,"Anchorage, AK",5,10/19/18,So my five star review may be a little biased as I live in a state that does not have and in all reality never will have a TJ's for me to shop at. Therefore this TJ's gets five stars from me just for location! I mean really? How cool to be able to be in the city and drop on by for some much needed items. It is very accessible from the T and even though it it tiny it had all the items I wanted. The customer service was excellent and the line was not that long I waited at the most two minutes to be checked out.AND I got to take a picture of the smallest TJ's in the known universe so BONUS!!
Paria S.,"Boston, MA",5,9/27/19,"Is there a better grocery store out there?! I don't usually review grocery stores, but I felt the need to share my experience. A couple of days ago I walked in to get a few items with my sleeping baby in the stroller. The small handicap lift was out of order and as I turned back to walk out the door one of the staff saw me and asked if he could help. He offered to help me by carrying the stroller down, which I declined because I'd have to take baby out for him to do that and I didn't want to wake baby. He then offered to do my shopping for me and insisted when I was hesitant because I didn't want to trouble him. He promptly returned with the items, and when I offered to tip him he didn't accept, saying, ""don't worry, trader joe's takes care of us.""  No wonder they're all so happy and friendly all the time! I was so touched by this experience and wanted to somehow credit them for the great job they're doing."
Ashley R.,"Salem, MA",5,10/9/19,"This mini Trader Joe's is the queen of Joes. Small, quaint, and reasonably priced in a not so reasonably priced neighborhood."
Christine B.,"Brighton, Boston, MA",3,5/2/18,"I love Trader Joe's, but I tend to avoid this particular location just because it's tiny size makes shopping a bit of a nuisance. I appreciate how they tried to make the most of the cramped space, but it is a bit of a puzzle trying to find things. Add in the crowds of people--it becomes a strategic game of figuring out the most efficient way to get shopping done with the least amount of dodging and weaving through other food shoppers. The inventory is pretty much what you will find in any other Trader Joe's store, except it lacks an alcohol section. The lines tend to be long but check-out is quick and efficient. Despite the cons, this place does get the job done so I can't complain much. But it's definitely not my go-to spot-- I only come here when I'm in the area and need a few things!"
Myly N.,"East Lyme, CT",3,2/27/19,"Teeny, tiny.  It's comical how everyone just know how to grab things as they walk by because you can't stop in a spot too long.  It was incredibly busy on the Saturday afternoon I stopped by so maybe it's not so bad on a weekday?  Maybe.  I love TJs but this is just too small and cramped for me.  I want to be able to pick up items and leisurely decide if I want it.  It looks like a complete TJs with everything you might need."
Ying X.,"Houston, TX",4,3/16/18,"I cannot express just how much I absolutely love Trader Joe's. Me inside TJ's is like a kid in a candy store (no joke). Even though this store is way further than other grocery options, I will still make the 20+ minute trek out here. Yes, the shop is tiny and super cramped, but I think TJ's still has the best food selections out of all grocery stores in the city. Plus, I was able to find everything I wanted from my grocery list (and then some). Because the store is smaller, the layout becomes a bit less intuitive (e.g. I grab my crackers from above the freezers of the frozen food section). This is compounded by the fact that there's pretty much always a huge crowd of customers, and also store employees restocking shelves. However, everyone's pretty polite and friendly, so it's not an ordeal to navigate the store. The checkout line can be a bit long, but the cashiers are super efficient at getting through the line. Plus, they're great at packing things into your bags. Even when I have a shopping cart full of items, they're able to fit everything into 2 bags without crushing anything. I do wish it were a bit closer to the T (it's a couple minutes to walk to either Hynes or Copley, which can be a bit trickier if you're lugging two huge bags of groceries). Otherwise, no complaints, and I'm already counting down to my next shopping trip."
Stephanie R.,"Los Angeles, CA",5,4/16/20,"I am a fan of all Trader Joe's stores, though must admit, the employees at this location might be my favorites. They are kind, helpful, and always have a sunny disposition, even during challenging times. I actually befriended an incredible employee and am now friends with her outside of the business. Thank you, Trader Joe's employees, for all of your hard work."
Aaron S.,"Augusta, GA",4,8/29/18,"Where does one go for anything and everything when visiting a new place? Why Trader Joe's of course. This location is in the heart of city and below ground. There's just something big city about stepping straight from a busy sidewalk and 10 seconds later doing your grocery shopping. Like all locations, this one has the generic and the eclectic. That day found me in search of some cold-brew (prepackaged) and of course it was there. But I also left with a few, unplanned items. Friendly cashiers at check out and a convenience I wish I had back home. Always a great experience."
Rudy P.,"Newburgh, NY",3,9/2/19,Helpful staff with limited choices. Disappointed to see them filling the shelves with new stock in front! Anyone who knows retail knows you stock shelves from the back. Just means we the customers get older merch.
Danny J.,"Princeton, NJ",3,8/6/19,"Avoid going between the 5-6PM on weekdays at all costs. The line is super crazy every time I've gone after work during this time.I love TJ's, but this store is really small, layout is a bit cramped, and product is not always stocked."
Sarah M.,"Quincy, MA",1,2/12/20,"I come to this location often and it's one of my favorite Trader Joe's. However, today my experience wasn't that great. The older checkout lady with grey hair curly hair and a headband on was extremely rude. Didn't say ""hello, how are you today"" to me or anything. She just rolled he eyes at everything I bought and didn't even say the total amount at the end. I had to ask her for a bag to put my purchase in and this was after I paid for everything! I went to the customer service desk and  waited a few minutes but wasn't able to talk to the manger because he was to busy to other coworkers. This is the worst Trader Joe's experience I have ever had!"
Robert S.,"South Tewksbury, Tewksbury, MA",5,6/26/19,"Definitely one of the more unique Trader Joe's I have been to, it is located next to the Prudential Center. If you're ever in the area and need to go food shopping, this Trader Joe's is a good location! It is quite smaller than most as it appears to be in the basement of the building it is in and even sports a sign that reads something along the lines of ""smallest Trader Joe's in the known universe"" I believe- that smaller environment makes it seem more like a small market than a chain grocery store. Even though it is a chain, Trader How's does a good job at feeling like it isn't a chain and I like that! It also caters to the area it is in with references to it and this one is no different. Great place for food shopping overall."
Adwoa B.,"Boston, MA",5,10/15/18,Trader Joe's is life. Best customer service always and every one of them I've been to. The food products are to die for and for the location I live in this is one of the reasonably priced restaurants in the area.
Lemuel L.,"Boston, MA",4,4/23/18,"I go to two Trader Joe's frequently, this one and the other one in Coolidge Corner. I've never had a bad experience in both. It's actually amazing how much this location is able to fit into such a tight space. That being said, it's practically shopping gridlock if you show up here during peak times. The line will actually start to weave through the aisles and you couldn't tell if that person was being super indecisive about which brand of olive oil to buy  or if they were on line. This location is the smallest Trader Joe's I've been in and despite it not having an alcohol section, it does carry all the essentials you will need in a typical grocery run. As always, service is always great and the staff aren't afraid to show their appreciation when you use a reusable bag."
Cindy H.,"Boston, MA",4,6/4/17,"Very crowded and chaotic, but I absolutely love coming here. I never see my go-to's out of stock, and the staff is extremely friendly. If you've never been to Trader Joe's - it's no Whole Foods. The prices are low and there's a lot of prepared and frozen food choices. I love grabbing their bags of avocados, sausage, uncured bacon (YES!), cheese, snacks like pretzel thins... The selection is great. The vegetables and fruit are always cheap and fresh too, definitely way better than the Star Market down the street.The line to check out might be daunting but it goes real quick. They serve samples time to time too!"
Alex H.,"Seattle, WA",5,8/11/17,"One of the smallest Joe's on Earth, but clearly one of the best! All the staff here are friendly and treat you like REAL HUMAN BEINGS unlike other grocery stores. The only downside is that they don't sell beer, but they truly make up for it in all the stuff they do sell! :)Here are some of my favs:- Pork and Chicken Gyozas for 2.99- Garlic Dip = delish! - Trader Joe's Mayonnaise - Huge chocolate bars for 4.99 (I love their milk chocolate with almonds)- Spicy Dried Mangos (taste just like Mexican mangoes!)"
Stephanie Q.,"Boston, MA",4,9/4/20,"Came back during COVID. There is an employee at the entrance spraying hand sanitizer on everyone's hand. Go during the day, so it won't be crowded! There are also super high plexi glass barriers at all the cashiers. Here are some of my favorite TJ items:-Unexpected cheddar. The employees there recommended it to me and its unexpectedly good!-Everything but the bagel seasoning- goes well on everything. -Everything but the elote seasoning- amazing for Mexican corn -Frozen Mac N cheese- a guilty pleasure of mine-Tea Tree Tingle shampoo and conditioner"
Marissa R.,"Boston, MA",4,8/10/19,"According to their cheeky signage, this is the smallest TJ location in the *universe*! That being said, I'm reviewing it for what it is: a VERY SMALL but FUNCTIONAL location. Plus, it's kinda cool being in such a unique store. It feels like you're in Trader Joe's secret underground location!Despite the size, they seem to carry everything the full size stores do. I've rarely seen low stock here. The crew members are all very helpful if you can't find something specific. Lines are usually a bit long, but they go quickly. This location isn't my first choice because I like to peruse without bumping into the others in the aisle, but it does its job!"
Jessi F.,"Boston, MA",4,6/10/19,"I love Trader Joe's. In a city filled with overpriced grocery stores, it's refreshing that TJ's offers affordable, adventurous, and high-quality products. Usually I'd give TJ's 5 stars, but this particular store is so small that it makes the shopping experience pretty stressful. During peak hours (after work or weekends) the line will often go around the entire store. And sometimes there's even a line just to get into the store before you shop! Plus, unlike other locations, this one doesn't sell alcohol.My advice? Opt for the one in Brookline, Cambridge, or Somerville. You'll likely have a calmer shopping experience and the possibility of buying $3 wine!"
Jason K.,"Boston, MA",4,11/9/18,"Great customer service from the cashiers during my quick trips here to grab seaweed. It's pretty cramped so brace yourself if you don't like being crowded in a small area with a bunch of people. Also, note that since you are in the Back Bay area, you are kinda out of luck for parking since Boston, in general, isn't well known for being friendly to drivers. Decent location, just note that you will be in a very compressed area with a lot of people.IG: Mood4foodeatery"
Julie D.,"Anchorage, AK",5,10/19/18,So my five star review may be a little biased as I live in a state that does not have and in all reality never will have a TJ's for me to shop at. Therefore this TJ's gets five stars from me just for location! I mean really? How cool to be able to be in the city and drop on by for some much needed items. It is very accessible from the T and even though it it tiny it had all the items I wanted. The customer service was excellent and the line was not that long I waited at the most two minutes to be checked out.AND I got to take a picture of the smallest TJ's in the known universe so BONUS!!
Paria S.,"Boston, MA",5,9/27/19,"Is there a better grocery store out there?! I don't usually review grocery stores, but I felt the need to share my experience. A couple of days ago I walked in to get a few items with my sleeping baby in the stroller. The small handicap lift was out of order and as I turned back to walk out the door one of the staff saw me and asked if he could help. He offered to help me by carrying the stroller down, which I declined because I'd have to take baby out for him to do that and I didn't want to wake baby. He then offered to do my shopping for me and insisted when I was hesitant because I didn't want to trouble him. He promptly returned with the items, and when I offered to tip him he didn't accept, saying, ""don't worry, trader joe's takes care of us.""  No wonder they're all so happy and friendly all the time! I was so touched by this experience and wanted to somehow credit them for the great job they're doing."
Ashley R.,"Salem, MA",5,10/9/19,"This mini Trader Joe's is the queen of Joes. Small, quaint, and reasonably priced in a not so reasonably priced neighborhood."
Christine B.,"Brighton, Boston, MA",3,5/2/18,"I love Trader Joe's, but I tend to avoid this particular location just because it's tiny size makes shopping a bit of a nuisance. I appreciate how they tried to make the most of the cramped space, but it is a bit of a puzzle trying to find things. Add in the crowds of people--it becomes a strategic game of figuring out the most efficient way to get shopping done with the least amount of dodging and weaving through other food shoppers. The inventory is pretty much what you will find in any other Trader Joe's store, except it lacks an alcohol section. The lines tend to be long but check-out is quick and efficient. Despite the cons, this place does get the job done so I can't complain much. But it's definitely not my go-to spot-- I only come here when I'm in the area and need a few things!"
Myly N.,"East Lyme, CT",3,2/27/19,"Teeny, tiny.  It's comical how everyone just know how to grab things as they walk by because you can't stop in a spot too long.  It was incredibly busy on the Saturday afternoon I stopped by so maybe it's not so bad on a weekday?  Maybe.  I love TJs but this is just too small and cramped for me.  I want to be able to pick up items and leisurely decide if I want it.  It looks like a complete TJs with everything you might need."
Ying X.,"Houston, TX",4,3/16/18,"I cannot express just how much I absolutely love Trader Joe's. Me inside TJ's is like a kid in a candy store (no joke). Even though this store is way further than other grocery options, I will still make the 20+ minute trek out here. Yes, the shop is tiny and super cramped, but I think TJ's still has the best food selections out of all grocery stores in the city. Plus, I was able to find everything I wanted from my grocery list (and then some). Because the store is smaller, the layout becomes a bit less intuitive (e.g. I grab my crackers from above the freezers of the frozen food section). This is compounded by the fact that there's pretty much always a huge crowd of customers, and also store employees restocking shelves. However, everyone's pretty polite and friendly, so it's not an ordeal to navigate the store. The checkout line can be a bit long, but the cashiers are super efficient at getting through the line. Plus, they're great at packing things into your bags. Even when I have a shopping cart full of items, they're able to fit everything into 2 bags without crushing anything. I do wish it were a bit closer to the T (it's a couple minutes to walk to either Hynes or Copley, which can be a bit trickier if you're lugging two huge bags of groceries). Otherwise, no complaints, and I'm already counting down to my next shopping trip."
Stephanie R.,"Los Angeles, CA",5,4/16/20,"I am a fan of all Trader Joe's stores, though must admit, the employees at this location might be my favorites. They are kind, helpful, and always have a sunny disposition, even during challenging times. I actually befriended an incredible employee and am now friends with her outside of the business. Thank you, Trader Joe's employees, for all of your hard work."
Aaron S.,"Augusta, GA",4,8/29/18,"Where does one go for anything and everything when visiting a new place? Why Trader Joe's of course. This location is in the heart of city and below ground. There's just something big city about stepping straight from a busy sidewalk and 10 seconds later doing your grocery shopping. Like all locations, this one has the generic and the eclectic. That day found me in search of some cold-brew (prepackaged) and of course it was there. But I also left with a few, unplanned items. Friendly cashiers at check out and a convenience I wish I had back home. Always a great experience."
Rudy P.,"Newburgh, NY",3,9/2/19,Helpful staff with limited choices. Disappointed to see them filling the shelves with new stock in front! Anyone who knows retail knows you stock shelves from the back. Just means we the customers get older merch.
Danny J.,"Princeton, NJ",3,8/6/19,"Avoid going between the 5-6PM on weekdays at all costs. The line is super crazy every time I've gone after work during this time.I love TJ's, but this store is really small, layout is a bit cramped, and product is not always stocked."
Sarah M.,"Quincy, MA",1,2/12/20,"I come to this location often and it's one of my favorite Trader Joe's. However, today my experience wasn't that great. The older checkout lady with grey hair curly hair and a headband on was extremely rude. Didn't say ""hello, how are you today"" to me or anything. She just rolled he eyes at everything I bought and didn't even say the total amount at the end. I had to ask her for a bag to put my purchase in and this was after I paid for everything! I went to the customer service desk and  waited a few minutes but wasn't able to talk to the manger because he was to busy to other coworkers. This is the worst Trader Joe's experience I have ever had!"
Robert S.,"South Tewksbury, Tewksbury, MA",5,6/26/19,"Definitely one of the more unique Trader Joe's I have been to, it is located next to the Prudential Center. If you're ever in the area and need to go food shopping, this Trader Joe's is a good location! It is quite smaller than most as it appears to be in the basement of the building it is in and even sports a sign that reads something along the lines of ""smallest Trader Joe's in the known universe"" I believe- that smaller environment makes it seem more like a small market than a chain grocery store. Even though it is a chain, Trader How's does a good job at feeling like it isn't a chain and I like that! It also caters to the area it is in with references to it and this one is no different. Great place for food shopping overall."
Adwoa B.,"Boston, MA",5,10/15/18,Trader Joe's is life. Best customer service always and every one of them I've been to. The food products are to die for and for the location I live in this is one of the reasonably priced restaurants in the area.
Lemuel L.,"Boston, MA",4,4/23/18,"I go to two Trader Joe's frequently, this one and the other one in Coolidge Corner. I've never had a bad experience in both. It's actually amazing how much this location is able to fit into such a tight space. That being said, it's practically shopping gridlock if you show up here during peak times. The line will actually start to weave through the aisles and you couldn't tell if that person was being super indecisive about which brand of olive oil to buy  or if they were on line. This location is the smallest Trader Joe's I've been in and despite it not having an alcohol section, it does carry all the essentials you will need in a typical grocery run. As always, service is always great and the staff aren't afraid to show their appreciation when you use a reusable bag."
Cindy H.,"Boston, MA",4,6/4/17,"Very crowded and chaotic, but I absolutely love coming here. I never see my go-to's out of stock, and the staff is extremely friendly. If you've never been to Trader Joe's - it's no Whole Foods. The prices are low and there's a lot of prepared and frozen food choices. I love grabbing their bags of avocados, sausage, uncured bacon (YES!), cheese, snacks like pretzel thins... The selection is great. The vegetables and fruit are always cheap and fresh too, definitely way better than the Star Market down the street.The line to check out might be daunting but it goes real quick. They serve samples time to time too!"
Alex H.,"Seattle, WA",5,8/11/17,"One of the smallest Joe's on Earth, but clearly one of the best! All the staff here are friendly and treat you like REAL HUMAN BEINGS unlike other grocery stores. The only downside is that they don't sell beer, but they truly make up for it in all the stuff they do sell! :)Here are some of my favs:- Pork and Chicken Gyozas for 2.99- Garlic Dip = delish! - Trader Joe's Mayonnaise - Huge chocolate bars for 4.99 (I love their milk chocolate with almonds)- Spicy Dried Mangos (taste just like Mexican mangoes!)"
Stephanie Q.,"Boston, MA",4,9/4/20,"Came back during COVID. There is an employee at the entrance spraying hand sanitizer on everyone's hand. Go during the day, so it won't be crowded! There are also super high plexi glass barriers at all the cashiers. Here are some of my favorite TJ items:-Unexpected cheddar. The employees there recommended it to me and its unexpectedly good!-Everything but the bagel seasoning- goes well on everything. -Everything but the elote seasoning- amazing for Mexican corn -Frozen Mac N cheese- a guilty pleasure of mine-Tea Tree Tingle shampoo and conditioner"
Marissa R.,"Boston, MA",4,8/10/19,"According to their cheeky signage, this is the smallest TJ location in the *universe*! That being said, I'm reviewing it for what it is: a VERY SMALL but FUNCTIONAL location. Plus, it's kinda cool being in such a unique store. It feels like you're in Trader Joe's secret underground location!Despite the size, they seem to carry everything the full size stores do. I've rarely seen low stock here. The crew members are all very helpful if you can't find something specific. Lines are usually a bit long, but they go quickly. This location isn't my first choice because I like to peruse without bumping into the others in the aisle, but it does its job!"
Jessi F.,"Boston, MA",4,6/10/19,"I love Trader Joe's. In a city filled with overpriced grocery stores, it's refreshing that TJ's offers affordable, adventurous, and high-quality products. Usually I'd give TJ's 5 stars, but this particular store is so small that it makes the shopping experience pretty stressful. During peak hours (after work or weekends) the line will often go around the entire store. And sometimes there's even a line just to get into the store before you shop! Plus, unlike other locations, this one doesn't sell alcohol.My advice? Opt for the one in Brookline, Cambridge, or Somerville. You'll likely have a calmer shopping experience and the possibility of buying $3 wine!"
Jason K.,"Boston, MA",4,11/9/18,"Great customer service from the cashiers during my quick trips here to grab seaweed. It's pretty cramped so brace yourself if you don't like being crowded in a small area with a bunch of people. Also, note that since you are in the Back Bay area, you are kinda out of luck for parking since Boston, in general, isn't well known for being friendly to drivers. Decent location, just note that you will be in a very compressed area with a lot of people.IG: Mood4foodeatery"
Julie D.,"Anchorage, AK",5,10/19/18,So my five star review may be a little biased as I live in a state that does not have and in all reality never will have a TJ's for me to shop at. Therefore this TJ's gets five stars from me just for location! I mean really? How cool to be able to be in the city and drop on by for some much needed items. It is very accessible from the T and even though it it tiny it had all the items I wanted. The customer service was excellent and the line was not that long I waited at the most two minutes to be checked out.AND I got to take a picture of the smallest TJ's in the known universe so BONUS!!
Paria S.,"Boston, MA",5,9/27/19,"Is there a better grocery store out there?! I don't usually review grocery stores, but I felt the need to share my experience. A couple of days ago I walked in to get a few items with my sleeping baby in the stroller. The small handicap lift was out of order and as I turned back to walk out the door one of the staff saw me and asked if he could help. He offered to help me by carrying the stroller down, which I declined because I'd have to take baby out for him to do that and I didn't want to wake baby. He then offered to do my shopping for me and insisted when I was hesitant because I didn't want to trouble him. He promptly returned with the items, and when I offered to tip him he didn't accept, saying, ""don't worry, trader joe's takes care of us.""  No wonder they're all so happy and friendly all the time! I was so touched by this experience and wanted to somehow credit them for the great job they're doing."
Ashley R.,"Salem, MA",5,10/9/19,"This mini Trader Joe's is the queen of Joes. Small, quaint, and reasonably priced in a not so reasonably priced neighborhood."
Christine B.,"Brighton, Boston, MA",3,5/2/18,"I love Trader Joe's, but I tend to avoid this particular location just because it's tiny size makes shopping a bit of a nuisance. I appreciate how they tried to make the most of the cramped space, but it is a bit of a puzzle trying to find things. Add in the crowds of people--it becomes a strategic game of figuring out the most efficient way to get shopping done with the least amount of dodging and weaving through other food shoppers. The inventory is pretty much what you will find in any other Trader Joe's store, except it lacks an alcohol section. The lines tend to be long but check-out is quick and efficient. Despite the cons, this place does get the job done so I can't complain much. But it's definitely not my go-to spot-- I only come here when I'm in the area and need a few things!"
Myly N.,"East Lyme, CT",3,2/27/19,"Teeny, tiny.  It's comical how everyone just know how to grab things as they walk by because you can't stop in a spot too long.  It was incredibly busy on the Saturday afternoon I stopped by so maybe it's not so bad on a weekday?  Maybe.  I love TJs but this is just too small and cramped for me.  I want to be able to pick up items and leisurely decide if I want it.  It looks like a complete TJs with everything you might need."
Ying X.,"Houston, TX",4,3/16/18,"I cannot express just how much I absolutely love Trader Joe's. Me inside TJ's is like a kid in a candy store (no joke). Even though this store is way further than other grocery options, I will still make the 20+ minute trek out here. Yes, the shop is tiny and super cramped, but I think TJ's still has the best food selections out of all grocery stores in the city. Plus, I was able to find everything I wanted from my grocery list (and then some). Because the store is smaller, the layout becomes a bit less intuitive (e.g. I grab my crackers from above the freezers of the frozen food section). This is compounded by the fact that there's pretty much always a huge crowd of customers, and also store employees restocking shelves. However, everyone's pretty polite and friendly, so it's not an ordeal to navigate the store. The checkout line can be a bit long, but the cashiers are super efficient at getting through the line. Plus, they're great at packing things into your bags. Even when I have a shopping cart full of items, they're able to fit everything into 2 bags without crushing anything. I do wish it were a bit closer to the T (it's a couple minutes to walk to either Hynes or Copley, which can be a bit trickier if you're lugging two huge bags of groceries). Otherwise, no complaints, and I'm already counting down to my next shopping trip."
Stephanie R.,"Los Angeles, CA",5,4/16/20,"I am a fan of all Trader Joe's stores, though must admit, the employees at this location might be my favorites. They are kind, helpful, and always have a sunny disposition, even during challenging times. I actually befriended an incredible employee and am now friends with her outside of the business. Thank you, Trader Joe's employees, for all of your hard work."
Aaron S.,"Augusta, GA",4,8/29/18,"Where does one go for anything and everything when visiting a new place? Why Trader Joe's of course. This location is in the heart of city and below ground. There's just something big city about stepping straight from a busy sidewalk and 10 seconds later doing your grocery shopping. Like all locations, this one has the generic and the eclectic. That day found me in search of some cold-brew (prepackaged) and of course it was there. But I also left with a few, unplanned items. Friendly cashiers at check out and a convenience I wish I had back home. Always a great experience."
Rudy P.,"Newburgh, NY",3,9/2/19,Helpful staff with limited choices. Disappointed to see them filling the shelves with new stock in front! Anyone who knows retail knows you stock shelves from the back. Just means we the customers get older merch.
Danny J.,"Princeton, NJ",3,8/6/19,"Avoid going between the 5-6PM on weekdays at all costs. The line is super crazy every time I've gone after work during this time.I love TJ's, but this store is really small, layout is a bit cramped, and product is not always stocked."
Sarah M.,"Quincy, MA",1,2/12/20,"I come to this location often and it's one of my favorite Trader Joe's. However, today my experience wasn't that great. The older checkout lady with grey hair curly hair and a headband on was extremely rude. Didn't say ""hello, how are you today"" to me or anything. She just rolled he eyes at everything I bought and didn't even say the total amount at the end. I had to ask her for a bag to put my purchase in and this was after I paid for everything! I went to the customer service desk and  waited a few minutes but wasn't able to talk to the manger because he was to busy to other coworkers. This is the worst Trader Joe's experience I have ever had!"
Robert S.,"South Tewksbury, Tewksbury, MA",5,6/26/19,"Definitely one of the more unique Trader Joe's I have been to, it is located next to the Prudential Center. If you're ever in the area and need to go food shopping, this Trader Joe's is a good location! It is quite smaller than most as it appears to be in the basement of the building it is in and even sports a sign that reads something along the lines of ""smallest Trader Joe's in the known universe"" I believe- that smaller environment makes it seem more like a small market than a chain grocery store. Even though it is a chain, Trader How's does a good job at feeling like it isn't a chain and I like that! It also caters to the area it is in with references to it and this one is no different. Great place for food shopping overall."
Adwoa B.,"Boston, MA",5,10/15/18,Trader Joe's is life. Best customer service always and every one of them I've been to. The food products are to die for and for the location I live in this is one of the reasonably priced restaurants in the area.
Lemuel L.,"Boston, MA",4,4/23/18,"I go to two Trader Joe's frequently, this one and the other one in Coolidge Corner. I've never had a bad experience in both. It's actually amazing how much this location is able to fit into such a tight space. That being said, it's practically shopping gridlock if you show up here during peak times. The line will actually start to weave through the aisles and you couldn't tell if that person was being super indecisive about which brand of olive oil to buy  or if they were on line. This location is the smallest Trader Joe's I've been in and despite it not having an alcohol section, it does carry all the essentials you will need in a typical grocery run. As always, service is always great and the staff aren't afraid to show their appreciation when you use a reusable bag."
